date,price_RICE,price_CORN,price_CASSAVA,price_SUGARCRANE
2016-05-13,1510.0,8.4,2.15,811.875
2016-05-14,1510.0,8.4,2.15,811.875
2016-05-15,1510.0,8.4,2.15,811.875
2016-05-16,1510.0,8.4,2.15,811.875
2016-05-17,1510.0,8.4,2.15,811.875
2016-05-18,1510.0,8.45,2.15,811.875
2016-05-19,1510.0,8.45,2.15,811.875
2016-05-20,1510.0,8.5,2.15,811.875
2016-05-21,1510.0,8.5,2.15,811.875
2016-05-22,1510.0,8.5,2.15,811.875
2016-05-23,1510.0,8.5,2.15,811.875
2016-05-24,1510.0,8.5,2.15,811.875
2016-05-25,1510.0,8.55,2.15,811.875
2016-05-26,1510.0,8.65,2.15,811.875
2016-05-27,1590.0,8.65,2.15,811.875
2016-05-28,1590.0,8.65,2.1,811.875
2016-05-29,1590.0,8.65,2.1,811.875
2016-05-30,1590.0,8.65,2.1,811.875
2016-05-31,1590.0,8.75,2.1,811.875
2016-06-01,1590.0,8.9,2.1,827.75
2016-06-02,1590.0,8.95,2.1,827.75
2016-06-03,1590.0,9.05,2.1,827.75
2016-06-04,1590.0,9.2,2.05,827.75
2016-06-05,1590.0,9.2,2.05,827.75
2016-06-06,1590.0,9.2,2.05,827.75
2016-06-07,1590.0,9.3,2.05,827.75
2016-06-08,1590.0,9.4,2.05,827.75
2016-06-09,1590.0,9.5,2.05,827.75
2016-06-10,1590.0,9.6,2.05,827.75
2016-06-11,1570.0,9.6,2.05,827.75
2016-06-12,1570.0,9.6,2.05,827.75
2016-06-13,1570.0,9.6,2.05,827.75
2016-06-14,1570.0,9.6,2.05,827.75
2016-06-15,1570.0,9.6,2.05,827.75
2016-06-16,1570.0,9.6,2.05,827.75
2016-06-17,1570.0,9.6,2.05,827.75
2016-06-18,1570.0,9.6,2.05,827.75
2016-06-19,1570.0,9.6,2.05,827.75
2016-06-20,1570.0,9.6,2.05,827.75
2016-06-21,1570.0,9.6,2.05,827.75
2016-06-22,1570.0,9.6,2.05,827.75
2016-06-23,1570.0,9.55,2.05,827.75
2016-06-24,1570.0,9.45,2.05,827.75
2016-06-25,1570.0,9.28,2.0,827.75
2016-06-26,1570.0,9.28,2.0,827.75
2016-06-27,1570.0,9.28,2.0,827.75
2016-06-28,1570.0,9.2,2.0,827.75
2016-06-29,1570.0,9.2,2.0,827.75
2016-06-30,1570.0,9.2,2.0,827.75
2016-07-01,1570.0,9.2,2.0,843.625
2016-07-02,1570.0,9.2,2.0,843.625
2016-07-03,1570.0,9.2,2.0,843.625
2016-07-04,1570.0,9.2,2.0,843.625
2016-07-05,1570.0,9.2,2.0,843.625
2016-07-06,1570.0,9.2,2.0,843.625
2016-07-07,1570.0,9.2,2.0,843.625
2016-07-08,1570.0,9.2,2.0,843.625
2016-07-09,1570.0,9.15,2.0,843.625
2016-07-10,1570.0,9.15,2.0,843.625
2016-07-11,1570.0,9.15,2.0,843.625
2016-07-12,1570.0,9.1,2.0,843.625
2016-07-13,1570.0,9.05,2.0,843.625
2016-07-14,1570.0,8.95,2.0,843.625
2016-07-15,1570.0,9.0,2.0,843.625
2016-07-16,1570.0,9.1,2.0,843.625
2016-07-17,1570.0,9.1,2.0,843.625
2016-07-18,1570.0,9.1,2.0,843.625
2016-07-19,1570.0,9.1,2.0,843.625
2016-07-20,1570.0,9.1,2.0,843.625
2016-07-21,1570.0,9.1,2.0,843.625
2016-07-22,1570.0,9.1,2.0,843.625
2016-07-23,1570.0,9.1,2.0,843.625
2016-07-24,1570.0,9.1,2.0,843.625
2016-07-25,1570.0,9.1,2.0,843.625
2016-07-26,1570.0,9.05,2.0,843.625
2016-07-27,1570.0,9.05,2.0,843.625
2016-07-28,1570.0,9.0,2.0,843.625
2016-07-29,1570.0,9.0,2.0,843.625
2016-07-30,1570.0,8.95,1.95,843.625
2016-07-31,1570.0,8.95,1.95,843.625
2016-08-01,1570.0,8.95,1.95,859.5
2016-08-02,1570.0,8.95,1.95,859.5
2016-08-03,1570.0,8.95,1.95,859.5
2016-08-04,1570.0,8.95,1.95,859.5
2016-08-05,1560.0,8.95,1.95,859.5
2016-08-06,1550.0,8.8,1.95,859.5
2016-08-07,1550.0,8.8,1.95,859.5
2016-08-08,1550.0,8.8,1.95,859.5
2016-08-09,1540.0,8.75,1.95,859.5
2016-08-10,1540.0,8.7,1.9,859.5
2016-08-11,1540.0,8.65,1.9,859.5
2016-08-12,1540.0,8.5,1.9,859.5
2016-08-13,1540.0,8.5,1.9,859.5
2016-08-14,1540.0,8.5,1.9,859.5
2016-08-15,1540.0,8.5,1.9,859.5
2016-08-16,1520.0,8.45,1.9,859.5
2016-08-17,1520.0,8.45,1.8,859.5
2016-08-18,1490.0,8.3,1.8,859.5
2016-08-19,1490.0,8.3,1.8,859.5
2016-08-20,1480.0,8.15,1.8,859.5
2016-08-21,1480.0,8.15,1.8,859.5
2016-08-22,1480.0,8.15,1.8,859.5
2016-08-23,1470.0,8.15,1.8,859.5
2016-08-24,1450.0,8.15,1.8,859.5
2016-08-25,1440.0,8.15,1.8,859.5
2016-08-26,1420.0,8.15,1.8,859.5
2016-08-27,1400.0,8.1,1.8,859.5
2016-08-28,1400.0,8.1,1.8,859.5
2016-08-29,1400.0,8.1,1.8,859.5
2016-08-30,1400.0,8.05,1.8,859.5
2016-08-31,1400.0,8.05,1.75,859.5
2016-09-01,1400.0,8.05,1.75,875.375
2016-09-02,1400.0,8.05,1.75,875.375
2016-09-03,1400.0,8.05,1.75,875.375
2016-09-04,1400.0,8.05,1.75,875.375
2016-09-05,1400.0,8.05,1.75,875.375
2016-09-06,1400.0,8.0,1.65,875.375
2016-09-07,1400.0,8.0,1.6,875.375
2016-09-08,1400.0,8.0,1.55,875.375
2016-09-09,1400.0,8.0,1.55,875.375
2016-09-10,1400.0,8.0,1.55,875.375
2016-09-11,1400.0,8.0,1.55,875.375
2016-09-12,1400.0,8.0,1.55,875.375
2016-09-13,1400.0,8.0,1.55,875.375
2016-09-14,1400.0,8.0,1.55,875.375
2016-09-15,1400.0,8.0,1.55,875.375
2016-09-16,1400.0,8.0,1.55,875.375
2016-09-17,1400.0,8.0,1.55,875.375
2016-09-18,1400.0,8.0,1.55,875.375
2016-09-19,1400.0,8.0,1.55,875.375
2016-09-20,1400.0,8.0,1.55,875.375
2016-09-21,1400.0,8.0,1.55,875.375
2016-09-22,1400.0,8.0,1.55,875.375
2016-09-23,1380.0,8.0,1.55,875.375
2016-09-24,1370.0,8.0,1.55,875.375
2016-09-25,1370.0,8.0,1.55,875.375
2016-09-26,1370.0,8.0,1.55,875.375
2016-09-27,1360.0,8.0,1.5,875.375
2016-09-28,1360.0,8.0,1.5,875.375
2016-09-29,1360.0,8.0,1.5,875.375
2016-09-30,1360.0,8.0,1.5,875.375
2016-10-01,1360.0,8.0,1.5,891.25
2016-10-02,1360.0,8.0,1.5,891.25
2016-10-03,1360.0,8.0,1.5,891.25
2016-10-04,1350.0,8.0,1.5,891.25
2016-10-05,1350.0,8.0,1.5,891.25
2016-10-06,1340.0,8.0,1.5,891.25
2016-10-07,1340.0,8.0,1.5,891.25
2016-10-08,1340.0,8.0,1.5,891.25
2016-10-09,1340.0,8.0,1.5,891.25
2016-10-10,1340.0,8.0,1.5,891.25
2016-10-11,1340.0,8.0,1.5,891.25
2016-10-12,1340.0,8.0,1.5,891.25
2016-10-13,1340.0,8.0,1.5,891.25
2016-10-14,1340.0,8.0,1.45,891.25
2016-10-15,1340.0,8.0,1.45,891.25
2016-10-16,1340.0,8.0,1.45,891.25
2016-10-17,1340.0,8.0,1.45,891.25
2016-10-18,1320.0,8.0,1.45,891.25
2016-10-19,1320.0,8.0,1.5,891.25
2016-10-20,1320.0,8.0,1.5,891.25
2016-10-21,1320.0,8.0,1.5,891.25
2016-10-22,1320.0,8.0,1.5,891.25
2016-10-23,1320.0,8.0,1.5,891.25
2016-10-24,1320.0,8.0,1.5,891.25
2016-10-25,1320.0,8.0,1.5,891.25
2016-10-26,1310.0,8.0,1.55,891.25
2016-10-27,1310.0,8.0,1.55,891.25
2016-10-28,1310.0,8.0,1.55,891.25
2016-10-29,1310.0,8.0,1.55,891.25
2016-10-30,1310.0,8.0,1.55,891.25
2016-10-31,1310.0,8.0,1.55,891.25
2016-11-01,1300.0,8.0,1.55,907.125
2016-11-02,1290.0,8.0,1.6,907.125
2016-11-03,1280.0,8.0,1.6,907.125
2016-11-04,1280.0,8.0,1.6,907.125
2016-11-05,1280.0,8.0,1.6,907.125
2016-11-06,1280.0,8.0,1.6,907.125
2016-11-07,1280.0,8.0,1.6,907.125
2016-11-08,1280.0,8.0,1.6,907.125
2016-11-09,1280.0,8.0,1.6,907.125
2016-11-10,1270.0,8.0,1.6,907.125
2016-11-11,1270.0,8.0,1.6,907.125
2016-11-12,1270.0,8.0,1.65,907.125
2016-11-13,1270.0,8.0,1.65,907.125
2016-11-14,1270.0,8.0,1.65,907.125
2016-11-15,1270.0,8.0,1.65,907.125
2016-11-16,1270.0,8.0,1.65,907.125
2016-11-17,1270.0,8.0,1.65,907.125
2016-11-18,1300.0,8.0,1.65,907.125
2016-11-19,1300.0,8.0,1.65,907.125
2016-11-20,1300.0,8.0,1.65,907.125
2016-11-21,1300.0,8.0,1.65,907.125
2016-11-22,1300.0,8.0,1.7,907.125
2016-11-23,1300.0,8.0,1.7,907.125
2016-11-24,1300.0,8.0,1.7,907.125
2016-11-25,1310.0,8.0,1.7,907.125
2016-11-26,1330.0,8.0,1.7,907.125
2016-11-27,1330.0,8.0,1.7,907.125
2016-11-28,1330.0,8.0,1.7,907.125
2016-11-29,1330.0,8.0,1.7,907.125
2016-11-30,1330.0,8.0,1.7,907.125
2016-12-01,1330.0,8.0,1.7,923.0
2016-12-02,1330.0,8.0,1.7,923.0
2016-12-03,1330.0,8.0,1.75,923.0
2016-12-04,1330.0,8.0,1.75,923.0
2016-12-05,1330.0,8.0,1.75,923.0
2016-12-06,1330.0,8.0,1.75,923.0
2016-12-07,1330.0,8.0,1.75,923.0
2016-12-08,1330.0,8.0,1.75,923.0
2016-12-09,1330.0,8.0,1.75,923.0
2016-12-10,1330.0,8.0,1.65,923.0
2016-12-11,1330.0,8.0,1.65,923.0
2016-12-12,1330.0,8.0,1.65,923.0
2016-12-13,1330.0,8.0,1.65,923.0
2016-12-14,1330.0,8.0,1.65,923.0
2016-12-15,1330.0,8.0,1.65,923.0
2016-12-16,1350.0,8.0,1.65,923.0
2016-12-17,1350.0,8.0,1.65,923.0
2016-12-18,1350.0,8.0,1.65,923.0
2016-12-19,1350.0,8.0,1.65,923.0
2016-12-20,1350.0,8.0,1.65,923.0
2016-12-21,1350.0,8.0,1.65,923.0
2016-12-22,1350.0,8.0,1.65,923.0
2016-12-23,1350.0,8.0,1.65,923.0
2016-12-24,1350.0,8.0,1.65,923.0
2016-12-25,1350.0,8.0,1.65,923.0
2016-12-26,1350.0,8.0,1.65,923.0
2016-12-27,1350.0,8.0,1.6,923.0
2016-12-28,1350.0,8.0,1.6,923.0
2016-12-29,1350.0,8.0,1.6,923.0
2016-12-30,1350.0,8.0,1.6,923.0
2016-12-31,1350.0,8.0,1.6,923.0
2017-01-01,1350.0,8.0,1.6,996.0
2017-01-02,1350.0,8.0,1.6,996.0
2017-01-03,1350.0,8.0,1.6,996.0
2017-01-04,1350.0,8.0,1.6,996.0
2017-01-05,1350.0,8.0,1.6,996.0
2017-01-06,1350.0,8.0,1.6,996.0
2017-01-07,1350.0,8.0,1.65,996.0
2017-01-08,1350.0,8.0,1.65,996.0
2017-01-09,1350.0,8.0,1.65,996.0
2017-01-10,1360.0,8.0,1.65,996.0
2017-01-11,1360.0,8.0,1.65,996.0
2017-01-12,1360.0,8.0,1.65,996.0
2017-01-13,1360.0,8.0,1.65,996.0
2017-01-14,1360.0,8.0,1.65,996.0
2017-01-15,1360.0,8.0,1.65,996.0
2017-01-16,1360.0,8.0,1.65,996.0
2017-01-17,1360.0,8.0,1.65,996.0
2017-01-18,1360.0,8.0,1.6,996.0
2017-01-19,1360.0,8.0,1.6,996.0
2017-01-20,1360.0,8.0,1.6,996.0
2017-01-21,1350.0,8.0,1.6,996.0
2017-01-22,1350.0,8.0,1.6,996.0
2017-01-23,1350.0,8.0,1.6,996.0
2017-01-24,1350.0,8.0,1.6,996.0
2017-01-25,1350.0,8.0,1.6,996.0
2017-01-26,1350.0,8.0,1.6,996.0
2017-01-27,1350.0,8.0,1.6,996.0
2017-01-28,1350.0,8.0,1.6,996.0
2017-01-29,1350.0,8.0,1.6,996.0
2017-01-30,1350.0,8.0,1.6,996.0
2017-01-31,1340.0,8.0,1.6,996.0
2017-02-01,1340.0,8.0,1.6,1050.0
2017-02-02,1340.0,8.0,1.6,1050.0
2017-02-03,1340.0,8.0,1.6,1050.0
2017-02-04,1340.0,8.0,1.6,1050.0
2017-02-05,1340.0,8.0,1.6,1050.0
2017-02-06,1340.0,8.0,1.6,1050.0
2017-02-07,1330.0,8.0,1.6,1050.0
2017-02-08,1320.0,8.0,1.6,1050.0
2017-02-09,1320.0,8.0,1.6,1050.0
2017-02-10,1310.0,8.0,1.6,1050.0
2017-02-11,1310.0,8.0,1.6,1050.0
2017-02-12,1310.0,8.0,1.6,1050.0
2017-02-13,1310.0,8.0,1.6,1050.0
2017-02-14,1310.0,8.0,1.6,1050.0
2017-02-15,1310.0,8.0,1.6,1050.0
2017-02-16,1310.0,8.0,1.6,1050.0
2017-02-17,1310.0,8.0,1.6,1050.0
2017-02-18,1310.0,8.0,1.6,1050.0
2017-02-19,1310.0,8.0,1.6,1050.0
2017-02-20,1310.0,8.0,1.6,1050.0
2017-02-21,1310.0,8.0,1.6,1050.0
2017-02-22,1310.0,8.0,1.6,1050.0
2017-02-23,1310.0,8.0,1.6,1050.0
2017-02-24,1310.0,8.0,1.6,1050.0
2017-02-25,1310.0,8.0,1.6,1050.0
2017-02-26,1310.0,8.0,1.6,1050.0
2017-02-27,1310.0,8.0,1.6,1050.0
2017-02-28,1310.0,8.0,1.6,1050.0
2017-03-01,1310.0,8.0,1.6,1099.0
2017-03-02,1310.0,8.0,1.6,1099.0
2017-03-03,1310.0,8.0,1.6,1099.0
2017-03-04,1310.0,8.0,1.6,1099.0
2017-03-05,1310.0,8.0,1.6,1099.0
2017-03-06,1310.0,8.0,1.6,1099.0
2017-03-07,1310.0,8.0,1.6,1099.0
2017-03-08,1310.0,8.0,1.6,1099.0
2017-03-09,1310.0,8.0,1.6,1099.0
2017-03-10,1310.0,8.0,1.6,1099.0
2017-03-11,1310.0,8.0,1.6,1099.0
2017-03-12,1310.0,8.0,1.6,1099.0
2017-03-13,1310.0,8.0,1.6,1099.0
2017-03-14,1310.0,8.0,1.6,1099.0
2017-03-15,1310.0,8.0,1.6,1099.0
2017-03-16,1310.0,8.0,1.6,1099.0
2017-03-17,1300.0,8.0,1.6,1099.0
2017-03-18,1300.0,8.0,1.6,1099.0
2017-03-19,1300.0,8.0,1.6,1099.0
2017-03-20,1300.0,8.0,1.6,1099.0
2017-03-21,1300.0,8.0,1.6,1099.0
2017-03-22,1300.0,8.0,1.6,1099.0
2017-03-23,1300.0,8.0,1.6,1099.0
2017-03-24,1300.0,7.9,1.6,1099.0
2017-03-25,1300.0,7.9,1.6,1099.0
2017-03-26,1300.0,7.9,1.6,1099.0
2017-03-27,1300.0,7.9,1.6,1099.0
2017-03-28,1300.0,7.9,1.6,1099.0
2017-03-29,1300.0,7.9,1.6,1099.0
2017-03-30,1300.0,7.9,1.6,1099.0
2017-03-31,1300.0,7.9,1.6,1099.0
2017-04-01,1300.0,7.9,1.6,1135.0
2017-04-02,1300.0,7.9,1.6,1135.0
2017-04-03,1300.0,7.9,1.6,1135.0
2017-04-04,1300.0,7.9,1.6,1135.0
2017-04-05,1300.0,7.9,1.6,1135.0
2017-04-06,1300.0,7.9,1.6,1135.0
2017-04-07,1300.0,7.9,1.6,1135.0
2017-04-08,1300.0,7.9,1.6,1135.0
2017-04-09,1300.0,7.9,1.6,1135.0
2017-04-10,1300.0,7.9,1.6,1135.0
2017-04-11,1300.0,7.9,1.6,1135.0
2017-04-12,1300.0,7.9,1.6,1135.0
2017-04-13,1300.0,7.9,1.6,1135.0
2017-04-14,1300.0,7.9,1.6,1135.0
2017-04-15,1300.0,7.9,1.6,1135.0
2017-04-16,1300.0,7.9,1.6,1135.0
2017-04-17,1300.0,7.9,1.6,1135.0
2017-04-18,1300.0,7.9,1.6,1135.0
2017-04-19,1320.0,7.9,1.6,1135.0
2017-04-20,1320.0,7.9,1.6,1135.0
2017-04-21,1320.0,7.9,1.6,1135.0
2017-04-22,1320.0,7.9,1.6,1135.0
2017-04-23,1320.0,7.9,1.6,1135.0
2017-04-24,1320.0,7.9,1.6,1135.0
2017-04-25,1320.0,7.95,1.6,1135.0
2017-04-26,1330.0,7.95,1.6,1135.0
2017-04-27,1330.0,7.95,1.55,1135.0
2017-04-28,1330.0,7.95,1.55,1135.0
2017-04-29,1330.0,7.95,1.55,1135.0
2017-04-30,1330.0,7.95,1.55,1135.0
2017-05-01,1330.0,7.95,1.55,1088.875
2017-05-02,1330.0,7.95,1.55,1088.875
2017-05-03,1340.0,7.95,1.55,1088.875
2017-05-04,1340.0,7.95,1.55,1088.875
2017-05-05,1340.0,7.95,1.55,1088.875
2017-05-06,1360.0,7.95,1.55,1088.875
2017-05-07,1360.0,7.95,1.55,1088.875
2017-05-08,1360.0,7.95,1.55,1088.875
2017-05-09,1380.0,7.95,1.55,1088.875
2017-05-10,1390.0,7.95,1.55,1088.875
2017-05-11,1390.0,7.95,1.55,1088.875
2017-05-12,1390.0,7.9,1.55,1088.875
2017-05-13,1390.0,7.9,1.55,1088.875
2017-05-14,1390.0,7.9,1.55,1088.875
2017-05-15,1390.0,7.9,1.55,1088.875
2017-05-16,1390.0,7.9,1.55,1088.875
2017-05-17,1440.0,7.9,1.55,1088.875
2017-05-18,1440.0,7.9,1.55,1088.875
2017-05-19,1440.0,7.9,1.55,1088.875
2017-05-20,1440.0,7.9,1.55,1088.875
2017-05-21,1440.0,7.9,1.55,1088.875
2017-05-22,1440.0,7.9,1.55,1088.875
2017-05-23,1440.0,7.8,1.55,1088.875
2017-05-24,1490.0,7.8,1.55,1088.875
2017-05-25,1490.0,7.8,1.55,1088.875
2017-05-26,1490.0,7.8,1.55,1088.875
2017-05-27,1490.0,7.8,1.55,1088.875
2017-05-28,1490.0,7.8,1.55,1088.875
2017-05-29,1490.0,7.8,1.55,1088.875
2017-05-30,1490.0,7.8,1.55,1088.875
2017-05-31,1490.0,7.8,1.55,1088.875
2017-06-01,1520.0,7.8,1.55,1042.75
2017-06-02,1540.0,7.8,1.55,1042.75
2017-06-03,1570.0,7.8,1.55,1042.75
2017-06-04,1570.0,7.8,1.55,1042.75
2017-06-05,1570.0,7.8,1.55,1042.75
2017-06-06,1570.0,7.8,1.55,1042.75
2017-06-07,1570.0,7.8,1.55,1042.75
2017-06-08,1570.0,7.8,1.55,1042.75
2017-06-09,1570.0,7.8,1.55,1042.75
2017-06-10,1570.0,7.9,1.55,1042.75
2017-06-11,1570.0,7.9,1.55,1042.75
2017-06-12,1570.0,7.9,1.55,1042.75
2017-06-13,1570.0,7.9,1.55,1042.75
2017-06-14,1570.0,8.0,1.55,1042.75
2017-06-15,1620.0,8.0,1.55,1042.75
2017-06-16,1620.0,8.05,1.55,1042.75
2017-06-17,1620.0,8.1,1.6,1042.75
2017-06-18,1620.0,8.1,1.6,1042.75
2017-06-19,1620.0,8.1,1.6,1042.75
2017-06-20,1620.0,8.1,1.6,1042.75
2017-06-21,1600.0,8.1,1.6,1042.75
2017-06-22,1600.0,8.2,1.6,1042.75
2017-06-23,1600.0,8.2,1.6,1042.75
2017-06-24,1600.0,8.2,1.6,1042.75
2017-06-25,1600.0,8.2,1.6,1042.75
2017-06-26,1600.0,8.2,1.6,1042.75
2017-06-27,1600.0,8.2,1.6,1042.75
2017-06-28,1600.0,8.2,1.6,1042.75
2017-06-29,1580.0,8.2,1.6,1042.75
2017-06-30,1580.0,8.15,1.6,1042.75
2017-07-01,1580.0,8.15,1.6,996.625
2017-07-02,1580.0,8.15,1.6,996.625
2017-07-03,1580.0,8.15,1.6,996.625
2017-07-04,1570.0,8.15,1.6,996.625
2017-07-05,1550.0,8.15,1.6,996.625
2017-07-06,1530.0,8.2,1.6,996.625
2017-07-07,1510.0,8.2,1.6,996.625
2017-07-08,1490.0,8.2,1.6,996.625
2017-07-09,1490.0,8.2,1.6,996.625
2017-07-10,1490.0,8.2,1.6,996.625
2017-07-11,1490.0,8.2,1.6,996.625
2017-07-12,1490.0,8.2,1.6,996.625
2017-07-13,1490.0,8.2,1.6,996.625
2017-07-14,1470.0,8.2,1.6,996.625
2017-07-15,1450.0,8.2,1.6,996.625
2017-07-16,1450.0,8.2,1.6,996.625
2017-07-17,1450.0,8.2,1.6,996.625
2017-07-18,1450.0,8.15,1.6,996.625
2017-07-19,1430.0,8.1,1.6,996.625
2017-07-20,1410.0,8.1,1.6,996.625
2017-07-21,1410.0,8.1,1.6,996.625
2017-07-22,1410.0,8.1,1.6,996.625
2017-07-23,1410.0,8.1,1.6,996.625
2017-07-24,1410.0,8.1,1.6,996.625
2017-07-25,1410.0,8.1,1.6,996.625
2017-07-26,1410.0,8.05,1.6,996.625
2017-07-27,1410.0,8.05,1.6,996.625
2017-07-28,1390.0,8.0,1.6,996.625
2017-07-29,1390.0,8.0,1.6,996.625
2017-07-30,1390.0,8.0,1.6,996.625
2017-07-31,1390.0,8.0,1.6,996.625
2017-08-01,1390.0,8.0,1.6,950.5
2017-08-02,1390.0,7.95,1.6,950.5
2017-08-03,1370.0,7.95,1.6,950.5
2017-08-04,1370.0,7.95,1.6,950.5
2017-08-05,1370.0,7.95,1.6,950.5
2017-08-06,1370.0,7.95,1.6,950.5
2017-08-07,1370.0,7.95,1.6,950.5
2017-08-08,1370.0,7.95,1.6,950.5
2017-08-09,1370.0,7.95,1.6,950.5
2017-08-10,1370.0,8.0,1.6,950.5
2017-08-11,1370.0,8.05,1.6,950.5
2017-08-12,1370.0,8.05,1.6,950.5
2017-08-13,1370.0,8.05,1.6,950.5
2017-08-14,1370.0,8.05,1.6,950.5
2017-08-15,1370.0,8.05,1.6,950.5
2017-08-16,1350.0,8.1,1.6,950.5
2017-08-17,1350.0,8.1,1.6,950.5
2017-08-18,1350.0,8.25,1.6,950.5
2017-08-19,1350.0,8.5,1.6,950.5
2017-08-20,1350.0,8.5,1.6,950.5
2017-08-21,1350.0,8.5,1.6,950.5
2017-08-22,1350.0,8.55,1.6,950.5
2017-08-23,1350.0,8.55,1.6,950.5
2017-08-24,1340.0,8.55,1.6,950.5
2017-08-25,1340.0,8.55,1.6,950.5
2017-08-26,1330.0,8.45,1.65,950.5
2017-08-27,1330.0,8.45,1.65,950.5
2017-08-28,1330.0,8.45,1.65,950.5
2017-08-29,1330.0,8.4,1.65,950.5
2017-08-30,1330.0,8.4,1.65,950.5
2017-08-31,1330.0,8.4,1.65,950.5
2017-09-01,1330.0,8.35,1.65,904.375
2017-09-02,1330.0,8.25,1.7,904.375
2017-09-03,1330.0,8.25,1.7,904.375
2017-09-04,1330.0,8.25,1.7,904.375
2017-09-05,1330.0,8.25,1.7,904.375
2017-09-06,1330.0,8.1,1.7,904.375
2017-09-07,1330.0,8.1,1.7,904.375
2017-09-08,1350.0,8.0,1.7,904.375
2017-09-09,1350.0,7.9,1.7,904.375
2017-09-10,1350.0,7.9,1.7,904.375
2017-09-11,1350.0,7.9,1.7,904.375
2017-09-12,1350.0,7.8,1.7,904.375
2017-09-13,1350.0,7.8,1.7,904.375
2017-09-14,1350.0,7.8,1.7,904.375
2017-09-15,1370.0,7.8,1.7,904.375
2017-09-16,1370.0,7.8,1.75,904.375
2017-09-17,1370.0,7.8,1.75,904.375
2017-09-18,1370.0,7.8,1.75,904.375
2017-09-19,1370.0,7.8,1.75,904.375
2017-09-20,1370.0,7.8,1.75,904.375
2017-09-21,1370.0,7.8,1.75,904.375
2017-09-22,1370.0,7.8,1.75,904.375
2017-09-23,1370.0,7.8,1.8,904.375
2017-09-24,1370.0,7.8,1.8,904.375
2017-09-25,1370.0,7.8,1.8,904.375
2017-09-26,1370.0,7.8,1.8,904.375
2017-09-27,1370.0,7.8,1.8,904.375
2017-09-28,1370.0,7.8,1.8,904.375
2017-09-29,1370.0,7.8,1.8,904.375
2017-09-30,1370.0,7.8,1.8,904.375
2017-10-01,1370.0,7.8,1.8,858.25
2017-10-02,1370.0,7.8,1.8,858.25
2017-10-03,1370.0,7.8,1.8,858.25
2017-10-04,1370.0,7.8,1.8,858.25
2017-10-05,1370.0,7.8,1.8,858.25
2017-10-06,1370.0,7.8,1.8,858.25
2017-10-07,1370.0,7.8,1.8,858.25
2017-10-08,1370.0,7.8,1.8,858.25
2017-10-09,1370.0,7.8,1.8,858.25
2017-10-10,1360.0,7.85,1.8,858.25
2017-10-11,1360.0,7.9,1.8,858.25
2017-10-12,1360.0,7.9,1.8,858.25
2017-10-13,1360.0,7.9,1.8,858.25
2017-10-14,1360.0,7.9,1.8,858.25
2017-10-15,1360.0,7.9,1.8,858.25
2017-10-16,1360.0,7.9,1.8,858.25
2017-10-17,1360.0,7.95,1.8,858.25
2017-10-18,1360.0,7.95,1.8,858.25
2017-10-19,1360.0,7.95,1.8,858.25
2017-10-20,1360.0,7.95,1.8,858.25
2017-10-21,1360.0,7.95,1.85,858.25
2017-10-22,1360.0,7.95,1.85,858.25
2017-10-23,1360.0,7.95,1.85,858.25
2017-10-24,1360.0,7.95,1.85,858.25
2017-10-25,1360.0,7.95,1.85,858.25
2017-10-26,1360.0,7.95,1.85,858.25
2017-10-27,1360.0,7.95,1.85,858.25
2017-10-28,1360.0,7.95,1.85,858.25
2017-10-29,1360.0,7.95,1.85,858.25
2017-10-30,1360.0,7.95,1.85,858.25
2017-10-31,1360.0,7.95,1.85,858.25
2017-11-01,1360.0,7.95,1.85,812.125
2017-11-02,1360.0,7.95,1.85,812.125
2017-11-03,1360.0,7.95,1.85,812.125
2017-11-04,1360.0,7.95,1.85,812.125
2017-11-05,1360.0,7.95,1.85,812.125
2017-11-06,1360.0,7.95,1.85,812.125
2017-11-07,1360.0,7.95,1.9,812.125
2017-11-08,1360.0,7.95,1.9,812.125
2017-11-09,1360.0,7.95,1.9,812.125
2017-11-10,1360.0,7.95,1.9,812.125
2017-11-11,1360.0,7.95,1.9,812.125
2017-11-12,1360.0,7.95,1.9,812.125
2017-11-13,1360.0,7.95,1.9,812.125
2017-11-14,1360.0,7.95,1.9,812.125
2017-11-15,1360.0,7.95,1.9,812.125
2017-11-16,1360.0,7.95,1.9,812.125
2017-11-17,1360.0,8.05,1.9,812.125
2017-11-18,1360.0,8.05,1.95,812.125
2017-11-19,1360.0,8.05,1.95,812.125
2017-11-20,1360.0,8.05,1.95,812.125
2017-11-21,1360.0,8.25,1.95,812.125
2017-11-22,1360.0,8.5,2.0,812.125
2017-11-23,1360.0,8.5,2.0,812.125
2017-11-24,1360.0,8.5,2.0,812.125
2017-11-25,1360.0,8.5,2.05,812.125
2017-11-26,1360.0,8.5,2.05,812.125
2017-11-27,1360.0,8.5,2.05,812.125
2017-11-28,1360.0,8.5,2.05,812.125
2017-11-29,1360.0,8.5,2.1,812.125
2017-11-30,1360.0,8.5,2.1,812.125
2017-12-01,1360.0,8.5,2.1,766.0
2017-12-02,1360.0,8.7,2.1,766.0
2017-12-03,1360.0,8.7,2.1,766.0
2017-12-04,1360.0,8.7,2.1,766.0
2017-12-05,1360.0,8.7,2.1,766.0
2017-12-06,1360.0,8.7,2.1,766.0
2017-12-07,1360.0,8.7,2.05,766.0
2017-12-08,1360.0,8.7,2.05,766.0
